ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-6207,2,2016-04-07 08:07:56,2016-04-07 14:07:56,34.07598,-118.27736000000002,34.07439,-118.27242,0.303,At Benton Way/Rampart Blvd/Exit 5A - Accident.,,Hollywood Fwy S,R,Los Angeles,Los Angeles,CA,90026,US,US/Pacific,KCQT,2016-04-07 07:47:00,62.1,,70.0,30.0,10.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6208,2,2016-04-07 08:06:36,2016-04-07 14:06:36,33.772459999999995,-117.90842,33.77649,-117.9006,0.528,At Fairview/Garden Grove/Haster St - Accident.,,CA-22 E,R,Garden Grove,Orange,CA,92843,US,US/Pacific,KSNA,2016-04-07 07:53:00,62.1,,80.0,30.01,9.0,SE,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6209,3,2016-04-07 08:16:05,2016-04-07 14:16:05,33.72186,-117.83837,33.72426,-117.83615,0.209,At Edinger Ave - Accident.,,CA-55 N,R,Tustin,Orange,CA,92780,US,US/Pacific,KSNA,2016-04-07 07:53:00,62.1,,80.0,30.01,9.0,SE,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6210,2,2016-04-07 08:20:07,2016-04-07 14:20:07,33.91133,-118.16819,33.91585,-118.1884,1.2,At I-710/Garfield Ave - Accident.,,I-105 W,R,Paramount,Los Angeles,CA,90723,US,US/Pacific,KLGB,2016-04-07 07:53:00,62.1,,78.0,29.99,9.0,WNW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6211,2,2016-04-07 08:46:49,2016-04-07 14:46:49,33.67065,-117.88345,33.674240000000005,-117.88556,0.276,Ramp to CA-55 - Accident.,,Corona del Mar Fwy N,R,Costa Mesa,Orange,CA,92626,US,US/Pacific,KSNA,2016-04-07 08:53:00,64.0,,75.0,30.01,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6212,2,2016-04-07 08:54:39,2016-04-07 14:54:39,33.68765,-117.90398,33.687459999999994,-117.89508,0.512,At CA-73 - Accident.,,San Diego Fwy S,R,Costa Mesa,Orange,CA,92626,US,US/Pacific,KSNA,2016-04-07 08:53:00,64.0,,75.0,30.01,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6213,2,2016-04-07 08:57:21,2016-04-07 14:57:21,33.87702,-118.14478,33.87709,-118.13774,0.404,At CA-19/Lakewood Blvd - Accident.,,Artesia Fwy E,R,Bellflower,Los Angeles,CA,90706,US,US/Pacific,KLGB,2016-04-07 08:53:00,63.0,,78.0,30.01,9.0,SW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6214,2,2016-04-07 09:02:11,2016-04-07 15:02:11,34.07196,-117.87823,34.072,-117.88384,0.321,At Barranca St/Exit 37B - Accident.,,I-10 E,R,West Covina,Los Angeles,CA,91791,US,US/Pacific,KPOC,2016-04-07 08:47:00,62.6,,59.0,30.04,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6215,2,2016-04-07 09:57:53,2016-04-07 15:57:53,33.89229,-117.88079,33.88562,-117.88067,0.461,At Yorba Linda Blvd - Accident.,,CA-57 S,R,Fullerton,Orange,CA,92831,US,US/Pacific,KFUL,2016-04-07 09:53:00,66.0,,68.0,30.01,9.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6216,3,2016-04-07 10:37:16,2016-04-07 16:37:16,32.57461,-117.08065,32.57535,-117.08125,0.062,At Coronado Ave/Exit 4 - Accident.,,I-5 N,R,San Diego,San Diego,CA,92154,US,US/Pacific,KNRS,2016-04-07 10:56:00,63.0,,84.0,30.05,5.0,ENE,4.6,0.04,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6217,2,2016-04-07 10:39:57,2016-04-07 16:39:57,33.17763,-117.35014,33.17908,-117.34777,0.17,At I-5 - Accident. Left lane blocked.,,CA-78 E,R,Carlsbad,San Diego,CA,92008,US,US/Pacific,KCRQ,2016-04-07 10:53:00,62.1,,86.0,30.03,6.0,Calm,,0.04,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6218,2,2016-04-07 10:48:10,2016-04-07 16:48:10,34.03473,-118.34291,34.0341,-118.35563,0.73,At La Brea Ave/Exit 8 - Accident.,,I-10 W,R,Los Angeles,Los Angeles,CA,90016,US,US/Pacific,KSMO,2016-04-07 10:51:00,64.0,,70.0,30.03,10.0,Variable,4.6,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6219,2,2016-04-07 11:37:30,2016-04-07 17:37:30,34.152120000000004,-118.14432,34.1549,-118.15707,0.754,At CA-134 - Accident. Right lane blocked.,,CA-134 W,R,Pasadena,Los Angeles,CA,91101,US,US/Pacific,KMWS,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6220,2,2016-04-07 12:16:34,2016-04-07 18:16:34,34.04056,-118.07732,34.04025,-118.07873,0.084,At San Gabriel Blvd - Accident.,,Pomona Fwy W,R,Rosemead,Los Angeles,CA,91770,US,US/Pacific,KEMT,2016-04-07 11:47:00,68.0,,52.0,30.03,10.0,SSE,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6221,2,2016-04-07 12:19:17,2016-04-07 18:19:17,34.18342,-118.31552,34.18717,-118.32099,0.406,At Burbank Blvd/Exit 146B - Accident. Right lane blocked.,,Golden State Fwy N,R,Burbank,Los Angeles,CA,91502,US,US/Pacific,KBUR,2016-04-07 11:53:00,68.0,,47.0,29.97,10.0,South,8.1,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6222,2,2016-04-07 12:45:36,2016-04-07 18:45:36,33.00116,-117.0824,32.99354,-117.08397,0.534,At Camino Del Norte - Accident. Left lane blocked.,,Escondido Fwy S,R,San Diego,San Diego,CA,92127,US,US/Pacific,KRNM,2016-04-07 12:53:00,57.9,,84.0,29.98,10.0,Calm,,0.04,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6223,2,2016-04-07 12:46:58,2016-04-07 18:46:58,32.77895,-117.11234,32.78187,-117.11335,0.21,At I-8/Camino Del Rio - Accident.,,I-15 N,R,San Diego,San Diego,CA,92108,US,US/Pacific,KMYF,2016-04-07 12:53:00,62.1,,84.0,29.98,7.0,NNE,10.4,0.05,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6224,2,2016-04-07 12:49:46,2016-04-07 18:49:46,32.953913,-117.143873,32.954401000000004,-117.145644,0.108,At Camino Del Sur - Accident.,,Ted Williams Fwy W,R,San Diego,San Diego,CA,92129,US,US/Pacific,KNKX,2016-04-07 12:55:00,64.0,,78.0,29.97,8.0,NE,5.8,0.07,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6225,3,2016-04-07 12:49:46,2016-04-07 18:49:46,32.646640000000005,-117.05936,32.64947,-117.06381,0.324,At Bonita Rd - Accident. Left lane blocked. Carpool lane blocked.,,I-805 N,R,Chula Vista,San Diego,CA,91910,US,US/Pacific,KNRS,2016-04-07 12:56:00,63.0,,84.0,29.97,5.0,ENE,10.4,0.09,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6226,2,2016-04-07 12:53:51,2016-04-07 18:53:51,32.95364,-117.24456,32.94548,-117.24302,0.5710000000000001,At Del Mar Heights Rd/Exit 34 - Accident. Left lane blocked.,,San Diego Fwy S,R,San Diego,San Diego,CA,92130,US,US/Pacific,KNKX,2016-04-07 12:55:00,64.0,,78.0,29.97,8.0,NE,5.8,0.07,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6227,2,2016-04-07 12:53:51,2016-04-07 18:53:51,32.84192,-117.2365,32.83385,-117.23322,0.589,At CA-52/Exit 26B - Accident. Left lane blocked.,,San Diego Fwy S,R,La Jolla,San Diego,CA,92037,US,US/Pacific,KMYF,2016-04-07 12:53:00,62.1,,84.0,29.98,7.0,NNE,10.4,0.05,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6228,2,2016-04-07 12:57:54,2016-04-07 18:57:54,33.984390000000005,-118.1333,33.98616,-118.13572,0.185,At Garfield Ave/Bandini Blvd/Exit 128A - Accident. Left lane blocked.,,I-5 N,R,Los Angeles,Los Angeles,CA,90040,US,US/Pacific,KCQT,2016-04-07 12:47:00,66.0,,68.0,29.99,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6229,2,2016-04-07 12:57:54,2016-04-07 18:57:54,33.8796,-117.65607,33.87701,-117.65989,0.28300000000000003,At Green River Rd - Accident. Right lane blocked.,,CA-91 W,R,Corona,Riverside,CA,92880,US,US/Pacific,KAJO,2016-04-07 12:56:00,63.0,,65.0,30.03,10.0,West,5.8,0.0,Light Rain,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-6230,2,2016-04-07 12:59:16,2016-04-07 18:59:16,34.041290000000004,-118.06007,34.04138,-118.06615,0.348,At CA-19/Rosemead Blvd - Accident.,,Pomona Fwy W,R,South El Monte,Los Angeles,CA,91733,US,US/Pacific,KEMT,2016-04-07 12:45:00,68.0,,52.0,30.02,10.0,SSW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6231,2,2016-04-07 12:53:51,2016-04-07 18:53:51,32.98435,-117.25487,32.97951,-117.25309,0.35,At Via De La Valle/Exit 36 - Accident. Carpool lane blocked.,,San Diego Fwy S,R,Del Mar,San Diego,CA,92014,US,US/Pacific,KNKX,2016-04-07 12:55:00,64.0,,78.0,29.97,8.0,NE,5.8,0.07,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6232,2,2016-04-07 13:04:47,2016-04-07 19:04:47,32.6611,-117.07778,32.658120000000004,-117.07537,0.249,Ramp to CA-54/Sweetwater Rd - Accident.,2055.0, Sweetwater Rd,L,National City,San Diego,CA,91950-7641,US,US/Pacific,KNRS,2016-04-07 12:56:00,63.0,,84.0,29.97,5.0,ENE,10.4,0.09,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6233,2,2016-04-07 13:00:37,2016-04-07 19:00:37,34.04925,-118.44856,34.044540000000005,-118.4447,0.393,At CA-2/Santa Monica Blvd/Exit 55A - Accident.,,Ohio Ave,R,Los Angeles,Los Angeles,CA,90025,US,US/Pacific,KSMO,2016-04-07 12:51:00,63.0,,72.0,30.01,10.0,Calm,,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6234,2,2016-04-07 13:07:30,2016-04-07 19:07:30,32.71774,-117.08836,32.71881,-117.08262,0.342,At Euclid Ave - Accident.,,CA-94 E,R,San Diego,San Diego,CA,92102,US,US/Pacific,KSAN,2016-04-07 12:51:00,63.0,,81.0,29.98,9.0,NE,10.4,0.05,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6235,2,2016-04-07 13:12:57,2016-04-07 19:12:57,33.20676,-117.38511,33.20291,-117.38006,0.395,At CA-76/Coast Hwy/Exit 54A/Exit 54B - Accident.,,San Diego Fwy S,R,Oceanside,San Diego,CA,92058,US,US/Pacific,KNFG,2016-04-07 12:54:00,62.1,,86.0,29.99,6.0,North,3.5,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6236,2,2016-04-07 13:08:53,2016-04-07 19:08:53,32.916303000000006,-116.949688,32.916231,-116.949685,0.005,At Santee - Accident.,12866.0, Highway 67,L,Lakeside,San Diego,CA,92040,US,US/Pacific,KSEE,2016-04-07 12:55:00,60.8,,100.0,30.0,5.0,Calm,,,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6237,2,2016-04-07 13:35:47,2016-04-07 19:35:47,34.0332,-118.22053,34.0332,-118.22053,0.0,At CA-60/Soto St - Accident.,,US-101 S,R,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,2016-04-07 13:47:00,64.0,,75.0,29.98,6.0,Calm,,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6238,2,2016-04-07 13:37:07,2016-04-07 19:37:07,34.056484000000005,-118.255543,34.056481,-118.255546,0.0,At 3rd St/4th St - Accident.,,CA-110 S,R,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,2016-04-07 13:47:00,64.0,,75.0,29.98,6.0,Calm,,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6239,2,2016-04-07 13:41:15,2016-04-07 19:41:15,33.9309,-118.30899,33.9309,-118.30913,0.008,At Western Ave - Accident.,,S Western Ave,R,Los Angeles,Los Angeles,CA,90047,US,US/Pacific,KHHR,2016-04-07 13:53:00,63.0,,78.0,29.99,9.0,SE,3.5,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6240,2,2016-04-07 13:43:59,2016-04-07 19:43:59,34.03536,-118.03046,34.03275,-118.02473,0.374,At I-605 - Accident.,,Pomona Fwy E,R,Whittier,Los Angeles,CA,90601,US,US/Pacific,KEMT,2016-04-07 13:46:00,64.4,,68.0,30.01,5.0,SSW,3.5,,Rain Showers,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6241,2,2016-04-07 14:21:06,2016-04-07 20:21:06,33.965709999999994,-118.0839,33.96544,-118.08401,0.02,At Slauson Ave - Accident.,,San Gabriel River Fwy N,R,Whittier,Los Angeles,CA,90606,US,US/Pacific,KEMT,2016-04-07 14:45:00,62.6,,77.0,29.97,5.0,SSW,5.8,,Rain Showers,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6242,2,2016-04-07 14:28:57,2016-04-07 20:28:57,34.10341,-117.81991,34.112970000000004,-117.82395,0.7,Between Arrow Hwy/Exit 24B and Auto Center Dr - Accident.,,CA-57 N,R,San Dimas,Los Angeles,CA,91773,US,US/Pacific,KPOC,2016-04-07 14:47:00,60.8,,77.0,29.98,10.0,West,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6243,2,2016-04-07 14:23:51,2016-04-07 20:23:51,33.93724,-118.36852,33.92675,-118.36852,0.725,At I-105/Century Fwy/G Anderson Fwy - Accident.,,San Diego Fwy S,R,Inglewood,Los Angeles,CA,90304,US,US/Pacific,KHHR,2016-04-07 14:53:00,64.0,,80.0,29.95,9.0,Calm,,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6244,2,2016-04-07 14:32:50,2016-04-07 20:32:50,33.800259999999994,-118.08344,33.80571,-118.08128,0.396,At Katella Ave/Willow St - Accident.,,San Gabriel River Fwy N,R,Los Alamitos,Orange,CA,90720,US,US/Pacific,KSLI,2016-04-07 14:58:00,63.1,,78.0,29.95,7.0,NNE,2.3,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6245,2,2016-04-07 14:36:35,2016-04-07 20:36:35,34.018370000000004,-118.17352,34.01465,-118.17255,0.263,At I-5/Santa Ana Fwy - Accident.,,Long Beach Fwy S,R,Los Angeles,Los Angeles,CA,90022,US,US/Pacific,KCQT,2016-04-07 14:47:00,63.0,,87.0,29.95,5.0,Calm,,0.05,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6246,2,2016-04-07 14:41:47,2016-04-07 20:41:47,34.06128,-118.2475,34.06981,-118.26128,0.985,Between CA-110/Pasadena Fwy and Echo Park Ave - Accident.,,US-101 N,R,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,2016-04-07 14:47:00,63.0,,87.0,29.95,5.0,Calm,,0.05,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6247,2,2016-04-07 14:37:57,2016-04-07 20:37:57,33.81116,-118.08128,33.8341,-118.08548,1.6030000000000002,Between Spring St and Carson St - Accident.,,San Gabriel River Fwy N,R,Long Beach,Los Angeles,CA,90808,US,US/Pacific,KLGB,2016-04-07 14:53:00,63.0,,70.0,29.95,10.0,Calm,,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6248,2,2016-04-07 14:48:38,2016-04-07 20:48:38,34.0365,-118.02422,34.03528,-118.0262,0.141,Ramp to CA-60/Pomona Fwy - Accident.,,I-605 S,R,Whittier,Los Angeles,CA,90601,US,US/Pacific,KEMT,2016-04-07 14:45:00,62.6,,77.0,29.97,5.0,SSW,5.8,,Rain Showers,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6249,2,2016-04-07 15:01:32,2016-04-07 21:01:32,34.15088,-118.6598,34.1547,-118.64878,0.6829999999999999,At Parkway Calabasas/Exit 30 - Accident.,,US-101 S,R,Calabasas,Los Angeles,CA,91302,US,US/Pacific,KVNY,2016-04-07 14:51:00,64.0,,73.0,29.95,5.0,WNW,3.5,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6250,2,2016-04-07 15:00:10,2016-04-07 21:00:10,34.09693,-118.31379,34.09657,-118.31347,0.031,At Sunset Blvd/Exit 8A - Accident.,,Hollywood Fwy S,R,Los Angeles,Los Angeles,CA,90028,US,US/Pacific,KCQT,2016-04-07 14:47:00,63.0,,87.0,29.95,5.0,Calm,,0.05,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6251,2,2016-04-07 15:07:58,2016-04-07 21:07:58,33.6505,-117.74843,33.64666,-117.74625,0.293,At Irvine Center Dr - Accident.,,Irvine Center Dr,R,Irvine,Orange,CA,92618,US,US/Pacific,KSNA,2016-04-07 14:53:00,64.0,,73.0,29.94,10.0,Variable,4.6,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6252,2,2016-04-07 15:26:52,2016-04-07 21:26:52,34.28521,-118.41225,34.28521,-118.41225,0.0,At CA-118 - Accident.,,Ronald Reagan Fwy W,R,Pacoima,Los Angeles,CA,91331,US,US/Pacific,KWHP,2016-04-07 15:47:00,66.2,,68.0,29.95,5.0,SE,9.2,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6253,2,2016-04-07 15:24:08,2016-04-07 21:24:08,34.018370000000004,-118.17352,34.01465,-118.17255,0.263,At I-5/Santa Ana Fwy - Accident.,,Long Beach Fwy S,R,Los Angeles,Los Angeles,CA,90022,US,US/Pacific,KCQT,2016-04-07 15:47:00,64.9,,81.0,29.91,7.0,Calm,,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6254,3,2016-04-07 15:34:49,2016-04-07 21:34:49,33.49123,-117.66234,33.474070000000005,-117.67477,1.385,Between Camino Capistrano/Exit 81 and Stonehill Dr - Accident.,,San Diego Fwy S,R,San Juan Capistrano,Orange,CA,92675,US,US/Pacific,KSNA,2016-04-07 15:53:00,63.0,,78.0,29.9,10.0,NW,4.6,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6255,2,2016-04-07 16:01:43,2016-04-07 22:01:43,34.19713,-118.40279,34.22274,-118.41037,1.822,Between Sherman Way and Roscoe Blvd - Accident.,,Hollywood Fwy N,R,North Hollywood,Los Angeles,CA,91605,US,US/Pacific,KBUR,2016-04-07 15:53:00,63.0,,81.0,29.9,8.0,NW,6.9,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6256,2,2016-04-07 16:05:28,2016-04-07 22:05:28,33.850120000000004,-118.28486,33.86071,-118.28471,0.732,At I-405/San Diego Fwy - Accident.,,Harbor Fwy N,R,Gardena,Los Angeles,CA,90248,US,US/Pacific,KHHR,2016-04-07 15:53:00,64.9,,78.0,29.93,9.0,Calm,,0.01,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6257,2,2016-04-07 16:06:50,2016-04-07 22:06:50,33.65165,-117.75949,33.65229,-117.7638,0.252,At CA-133/Laguna Fwy/Exit 2 - Accident.,,I-405 N,R,Irvine,Orange,CA,92618,US,US/Pacific,KSNA,2016-04-07 15:53:00,63.0,,78.0,29.9,10.0,NW,4.6,0.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6258,2,2016-04-07 16:16:06,2016-04-07 22:16:06,32.63938,-117.10005,32.63886,-117.09985,0.038,At E St/Exit 8B - Accident.,,John J Montgomery Fwy S,R,Chula Vista,San Diego,CA,91910,US,US/Pacific,KNRS,2016-04-07 15:56:00,64.9,,84.0,29.92,10.0,West,10.4,0.01,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6259,3,2016-04-07 16:26:18,2016-04-07 22:26:18,33.92564,-118.32172,33.9251,-118.33149,0.561,At Crenshaw Blvd - Accident.,,I-105 W,R,Hawthorne,Los Angeles,CA,90250,US,US/Pacific,KHHR,2016-04-07 16:53:00,66.0,,81.0,29.9,9.0,West,6.9,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6260,2,2016-04-07 16:37:31,2016-04-07 22:37:31,33.88087,-117.88056,33.87533,-117.88049,0.383,At Nutwood Ave - Accident.,,CA-57 S,R,Fullerton,Orange,CA,92831,US,US/Pacific,KFUL,2016-04-07 16:53:00,64.9,,73.0,29.9,10.0,Calm,,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6261,3,2016-04-07 16:41:38,2016-04-07 22:41:38,34.36481,-118.55634,34.324,-118.50182,4.198,Between Calgrove Blvd/Exit 166 and CA-14/Exit 162 - Accident.,,Golden State Fwy S,R,Newhall,Los Angeles,CA,91321,US,US/Pacific,K3A6,2016-04-07 16:51:00,64.0,64.0,80.0,29.06,8.0,WSW,5.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6262,2,2016-04-07 17:03:56,2016-04-07 23:03:56,34.00512,-118.41272,34.005520000000004,-118.41302,0.033,At Washington Blvd/Culver Blvd/Exit 51 - Accident.,,I-405 N,R,Culver City,Los Angeles,CA,90230,US,US/Pacific,KSMO,2016-04-07 16:51:00,63.0,,87.0,29.91,7.0,WSW,5.8,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6263,2,2016-04-07 17:01:34,2016-04-07 23:01:34,34.151990000000005,-118.12427,34.15223,-118.11621,0.461,At Hill Ave - Accident.,,Foothill Fwy E,R,Pasadena,Los Angeles,CA,91106,US,US/Pacific,KMWS,,,,,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-6264,3,2016-04-07 17:10:51,2016-04-07 23:10:51,33.872885,-118.287819,33.87288,-118.29014,0.133,At Vermont Ave - Accident.,,Artesia Fwy W,R,Gardena,Los Angeles,CA,90247,US,US/Pacific,KHHR,2016-04-07 16:53:00,66.0,,81.0,29.9,9.0,West,6.9,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6265,2,2016-04-07 17:30:14,2016-04-07 23:30:14,34.01541,-118.17078,34.0172,-118.17432,0.237,At I-710 - Accident.,,I-5 N,R,Los Angeles,Los Angeles,CA,90040,US,US/Pacific,KCQT,2016-04-07 17:47:00,64.9,,78.0,29.89,9.0,West,3.5,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6266,2,2016-04-07 17:31:36,2016-04-07 23:31:36,34.1711,-118.57376,34.17249,-118.56968,0.252,At US-101/Ventura Fwy - Accident.,,US-101 S,R,Woodland Hills,Los Angeles,CA,91367,US,US/Pacific,KVNY,2016-04-07 17:51:00,64.0,,84.0,29.88,7.0,West,3.5,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6267,2,2016-04-07 17:48:59,2016-04-07 23:48:59,33.66294,-117.79027,33.66389,-117.79694,0.389,At Jeffrey Rd/University Dr/Exit 4 - Accident.,,I-405 N,R,Irvine,Orange,CA,92618,US,US/Pacific,KSNA,2016-04-07 17:53:00,63.0,,72.0,29.9,10.0,West,5.8,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6268,2,2016-04-07 18:04:47,2016-04-08 00:04:47,34.044836,-118.216049,34.044843,-118.216044,0.001,At 4th St/Exit 135A - Accident.,,Golden State Fwy S,R,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,2016-04-07 17:47:00,64.9,,78.0,29.89,9.0,West,3.5,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6269,2,2016-04-07 18:04:47,2016-04-08 00:04:47,33.82627,-118.20559,33.82629,-118.21209,0.373,At I-710/Long Beach Fwy - Accident.,,I-405 N,R,Long Beach,Los Angeles,CA,90806,US,US/Pacific,KLGB,2016-04-07 17:53:00,62.1,,84.0,29.91,10.0,SSW,8.1,0.0,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6270,2,2016-04-07 18:01:56,2016-04-08 00:01:56,33.83432,-118.08586,33.82878,-118.08304,0.416,At Carson St - Accident.,,I-605 S,R,Lakewood,Los Angeles,CA,90715,US,US/Pacific,KSLI,2016-04-07 17:58:00,63.0,,81.0,29.91,10.0,SW,10.4,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6271,2,2016-04-07 18:43:33,2016-04-08 00:43:33,33.81558,-118.18553,33.82492,-118.20184,1.137,Between Long Beach Blvd/Exit 30B and Pacific Pl/Exit 32A - Accident.,,I-405 N,R,Long Beach,Los Angeles,CA,90807,US,US/Pacific,KLGB,2016-04-07 18:53:00,61.0,,93.0,29.91,8.0,SW,4.6,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
